A                : so                  Ġuh                 Ġwhat               Ġuh                 Ġkind               Ġof                 Ġclothing           Ġdo                 Ġyou                Ġhave               Ġto                 Ġwear               Ġfor                Ġwork               <eot>              
Timings          : (195.335, 195.496)  (-1.0, -1.0)        (196.448, 196.774)  (196.774, 196.936)  (196.936, 197.449)  (198.785, 199.001)  (199.001, 199.088)  (199.088, 199.237)  (199.237, 199.342)  (199.342, 199.447)  (199.447, 199.837)  (199.837, 200.09)   (201.23, 201.673)   (201.673, 201.97)   (201.97, 202.21)   
Token Types      : 1                   1                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83753472884767      83753472884767      0                   0                   0                   83753472884769      83753472884769      83753472884769      83753472884769      83753472884769      83753472884769      83753472884769      83753472884769      83753472884769      83753472884769     
turn_end_types   : 1                   1                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġoh                 <ebc>               Ġi                  Ġhadn               't                  Ġuh                 Ġhadn               't                  Ġbeen              
Timings          : (202.21, 202.44)    (202.44, 202.5)     (202.5, 202.663)    (202.663, 202.827)  (202.827, 202.99)   (203.136, 203.352)  (203.844, 204.545)  (-1.0, -1.0)        (208.321, 208.787)  (208.787, 209.027)  (209.027, 209.268)  (209.268, 209.438)  (209.438, 209.628)  (209.628, 209.818)  (209.818, 209.967) 
Token Types      : 0                   0                   0                   0                   0                   0                   3                   3                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   83755083497493      83755083497493      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġon                 Ġin                 Ġat                 l                   anta                Ġtoo                <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (202.21, 202.44)    (202.44, 202.5)     (202.5, 202.663)    (202.663, 202.827)  (202.827, 202.99)   (203.136, 203.352)  (-1.0, -1.0)        (-1.0, -1.0)        (208.321, 208.787)  (208.787, 209.027)  (209.027, 209.268)  (209.268, 209.438)  (209.438, 209.628)  (209.628, 209.818)  (209.818, 209.967) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 83753472884769      83753472884769      83753472884769      83753472884769      83753472884769      83753472884769      83753472884769      0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġpaying             Ġthat               Ġclose              Ġattention          Ġto                 Ġthe                Ġnews               Ġi                  Ġguess              Ġi                  Ġought              Ġto                 Ġtune               Ġin                 Ġtonight           
Timings          : (209.967, 210.378)  (210.378, 210.497)  (210.497, 210.878)  (210.878, 211.298)  (211.298, 211.367)  (211.367, 211.467)  (211.467, 211.938)  (211.938, 212.068)  (212.068, 212.268)  (212.268, 212.43)   (212.43, 212.479)   (212.479, 212.867)  (212.867, 213.148)  (213.148, 213.337)  (213.337, 214.324) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (209.967, 210.378)  (210.378, 210.497)  (210.497, 210.878)  (210.878, 211.298)  (211.298, 211.367)  (211.367, 211.467)  (211.467, 211.938)  (211.938, 212.068)  (212.068, 212.268)  (212.268, 212.43)   (212.43, 212.479)   (212.479, 212.867)  (212.867, 213.148)  (213.148, 213.337)  (213.337, 214.324) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : <emp>               Ġand                Ġwhat               Ġdo                 Ġyou                Ġthink              Ġabout              Ġit                 Ġyou                Ġthink              Ġhe                 Ġwas                Ġuh                 Ġyou                Ġthink             
Timings          : (214.252, 214.469)  (220.37, 220.537)   (220.537, 220.652)  (220.652, 220.704)  (220.704, 220.824)  (220.824, 221.004)  (221.004, 221.314)  (221.314, 222.022)  (222.548, 222.65)   (222.65, 222.805)   (222.805, 222.969)  (222.969, 223.305)  (223.305, 223.656)  (225.128, 225.218)  (225.218, 225.353) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġyeah               <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (214.252, 214.469)  (-1.0, -1.0)        (220.537, 220.652)  (220.652, 220.704)  (220.704, 220.824)  (220.824, 221.004)  (221.004, 221.314)  (221.314, 222.022)  (222.548, 222.65)   (222.65, 222.805)   (222.805, 222.969)  (222.969, 223.305)  (223.305, 223.656)  (225.128, 225.218)  (225.218, 225.353) 
Token Types      : 3                   3                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 83755620368404      83755620368404      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġit                 Ġwas                Ġa                  Ġgood               Ġverdict            Ġor                 <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (225.353, 225.413)  (225.413, 225.513)  (225.513, 225.593)  (225.593, 225.857)  (227.081, 227.486)  (227.486, 227.896)  (-1.0, -1.0)        (230.017, 230.23)   (230.23, 230.43)    (230.912, 231.36)   (231.36, 231.42)    (231.42, 231.91)    (231.91, 232.03)    (232.03, 232.504)   (232.967, 233.052) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      83752936013858      0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               Ġthey               Ġuh                 Ġacquitted          Ġthe                Ġcops               Ġthat               Ġsupposed           Ġthat              
Timings          : (225.353, 225.413)  (225.413, 225.513)  (225.513, 225.593)  (225.593, 225.857)  (227.081, 227.486)  (227.486, 227.896)  (229.728, 230.017)  (230.017, 230.23)   (230.23, 230.43)    (230.912, 231.36)   (231.36, 231.42)    (231.42, 231.91)    (231.91, 232.03)    (232.03, 232.504)   (232.967, 233.052) 
Token Types      : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   83753472884771      83753472884771      83753472884771      83753472884771      83753472884771      83753472884771      83753472884771      83753472884771      83753472884771     
turn_end_types   : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               Ġyeah               <ebc>               Ġcertainly          Ġby                 Ġlooking            Ġat                 Ġthe                Ġvideo              Ġtape               Ġit                 Ġdidn               't                 
Timings          : (233.694, 233.87)   (233.87, 234.042)   (234.042, 234.361)  (234.747, 235.239)  (-1.0, -1.0)        (237.725, 238.042)  (238.042, 238.173)  (238.173, 238.503)  (238.503, 238.653)  (238.653, 238.763)  (238.763, 239.053)  (239.053, 239.443)  (239.443, 239.513)  (239.513, 239.658)  (239.658, 239.803) 
Token Types      : 0                   0                   0                   3                   3                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   83755083497495      83755083497495      83752936013860      83752936013860      83752936013860      83752936013860      83752936013860      83752936013860      83752936013860      83752936013860      83752936013860      83752936013860     
turn_end_types   : 0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġbeat               Ġhim                Ġup                 <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (233.694, 233.87)   (233.87, 234.042)   (234.042, 234.361)  (-1.0, -1.0)        (-1.0, -1.0)        (237.725, 238.042)  (238.042, 238.173)  (238.173, 238.503)  (238.503, 238.653)  (238.653, 238.763)  (238.763, 239.053)  (239.053, 239.443)  (239.443, 239.513)  (239.513, 239.658)  (239.658, 239.803) 
Token Types      : 1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 83753472884771      83753472884771      83753472884771      83753472884771      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġseem               Ġall                Ġthat               Ġuh                 Ġreasonable         Ġbut                <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (239.803, 240.233)  (241.482, 241.686)  (241.686, 242.074)  (242.074, 242.283)  (242.959, 243.565)  (244.481, 244.661)  (-1.0, -1.0)        (245.69, 245.798)   (245.798, 245.99)   (245.99, 246.1)     (246.1, 246.21)     (246.21, 246.38)    (246.38, 246.99)    (246.99, 247.5)     (247.5, 247.68)    
Token Types      : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 83752936013860      83752936013860      83752936013860      83752936013860      83752936013860      83752936013860      83752936013860      0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               Ġi                  Ġthink              Ġthat               's                  Ġwhat               Ġsurprised          Ġeverybody          Ġwas               
Timings          : (239.803, 240.233)  (241.482, 241.686)  (241.686, 242.074)  (242.074, 242.283)  (242.959, 243.565)  (244.481, 244.661)  (245.555, 245.69)   (245.69, 245.798)   (245.798, 245.99)   (245.99, 246.1)     (246.1, 246.21)     (246.21, 246.38)    (246.38, 246.99)    (246.99, 247.5)     (247.5, 247.68)    
Token Types      : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773     
turn_end_types   : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               um                  <eint>              <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (247.68, 247.74)    (247.74, 248.26)    (248.26, 248.35)    (248.35, 248.59)    (248.59, 248.71)    (248.71, 249.04)    (249.04, 249.395)   (249.933, 250.523)  (-1.0, -1.0)        (250.609, 250.765)  (250.765, 251.035)  (253.036, 253.283)  (253.283, 253.386)  (253.386, 253.566)  (253.566, 253.716) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   5                   5                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   83757230981145      83757230981145      0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   1                   1                   0                   0                   0                   0                   0                   0                  

B                : Ġthe                Ġfact               Ġthey               Ġlet                Ġthem               Ġoff                Ġafter              Ġlooking            Ġat                 Ġthe                Ġtape               Ġcourse             Ġi                  Ġguess              Ġthere             
Timings          : (247.68, 247.74)    (247.74, 248.26)    (248.26, 248.35)    (248.35, 248.59)    (248.59, 248.71)    (248.71, 249.04)    (249.04, 249.395)   (250.231, 250.45)   (250.45, 250.609)   (250.609, 250.765)  (250.765, 251.035)  (253.036, 253.283)  (253.283, 253.386)  (253.386, 253.566)  (253.566, 253.716) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               Ġmust               've                 Ġbeen               Ġi                  Ġguess              Ġonly               Ġsaw               
Timings          : (253.716, 253.846)  (253.846, 253.906)  (253.906, 254.126)  (254.126, 254.476)  (254.476, 254.624)  (254.767, 254.911)  (254.911, 255.054)  (255.521, 255.872)  (256.146, 256.296)  (256.296, 256.446)  (256.446, 256.646)  (256.646, 256.744)  (256.744, 257.041)  (257.936, 258.106)  (258.106, 258.414) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġwas                Ġa                  Ġlot                Ġmore               Ġuh                 Ġto                 Ġit                 <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (253.716, 253.846)  (253.846, 253.906)  (253.906, 254.126)  (254.126, 254.476)  (254.476, 254.624)  (254.767, 254.911)  (254.911, 255.054)  (-1.0, -1.0)        (256.146, 256.296)  (256.296, 256.446)  (256.446, 256.646)  (256.646, 256.744)  (256.744, 257.041)  (257.936, 258.106)  (258.106, 258.414) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      83753472884773      0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġyou                Ġknow               Ġa                  Ġsmall              Ġpart               Ġof                 Ġthe                Ġthe                Ġstory              Ġthat               Ġis                 Ġthat               Ġwhat               Ġyou                're                
Timings          : (258.963, 259.088)  (259.088, 259.196)  (259.196, 259.236)  (259.236, 259.526)  (259.526, 259.816)  (259.816, 259.886)  (259.886, 260.083)  (262.442, 262.612)  (262.612, 263.296)  (269.471, 269.704)  (269.704, 269.841)  (269.841, 269.991)  (269.991, 270.161)  (270.161, 270.357)  (270.357, 270.552) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (258.963, 259.088)  (259.088, 259.196)  (259.196, 259.236)  (259.236, 259.526)  (259.526, 259.816)  (259.816, 259.886)  (259.886, 260.083)  (262.442, 262.612)  (262.612, 263.296)  (269.471, 269.704)  (269.704, 269.841)  (269.841, 269.991)  (269.991, 270.161)  (270.161, 270.357)  (270.357, 270.552) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġuh                 Ġseeing             Ġon                 Ġthe                Ġtv                 Ġnow                Ġor                 <eot>               <emp>               <emp>               Ġis                 Ġis                 Ġthat               Ġon                 Ġthe               
Timings          : (270.552, 270.732)  (270.732, 271.371)  (271.371, 271.531)  (271.531, 271.662)  (271.828, 272.151)  (272.151, 272.401)  (272.401, 272.727)  (-1.0, -1.0)        (274.446, 274.547)  (274.547, 274.909)  (275.239, 275.414)  (275.414, 275.582)  (275.582, 275.783)  (275.783, 275.872)  (275.872, 275.943) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   1                   1                   1                   1                   1                  
turn_ids         : 83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      83752936013862      0                   0                   83752936013864      83752936013864      83752936013864      83752936013864      83752936013864     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġi                  'm                  Ġsorry              <eot>               <emp>               <emp>               <emp>               <emp>              
Timings          : (270.552, 270.732)  (270.732, 271.371)  (271.371, 271.531)  (271.531, 271.662)  (271.828, 272.151)  (272.151, 272.401)  (272.401, 272.727)  (274.345, 274.446)  (274.446, 274.547)  (274.547, 274.909)  (-1.0, -1.0)        (275.414, 275.582)  (275.582, 275.783)  (275.783, 275.872)  (275.872, 275.943) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   83753472884775      83753472884775      83753472884775      83753472884775      0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   0                   0                   0                   0                  


A                : Ġtv                 Ġnow                Ġwhy                Ġyou                Ġmentioned          Ġit                 Ġor                 <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (275.943, 276.283)  (276.283, 276.584)  (276.934, 277.022)  (277.022, 277.112)  (277.112, 277.513)  (277.513, 277.612)  (277.612, 277.819)  (-1.0, -1.0)        (278.758, 279.059)  (279.059, 279.16)   (279.16, 279.262)   (279.262, 279.412)  (279.412, 279.652)  (279.652, 279.922)  (279.922, 279.972) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 83752936013864      83752936013864      83752936013864      83752936013864      83752936013864      83752936013864      83752936013864      83752936013864      0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġoh                 Ġyeah               Ġit                 's                  Ġbeen               Ġon                 Ġthere              Ġi                 
Timings          : (275.943, 276.283)  (276.283, 276.584)  (276.934, 277.022)  (277.022, 277.112)  (277.112, 277.513)  (277.513, 277.612)  (277.612, 277.819)  (278.517, 278.758)  (278.758, 279.059)  (279.059, 279.16)   (279.16, 279.262)   (279.262, 279.412)  (279.412, 279.652)  (279.652, 279.922)  (279.922, 279.972) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (279.972, 280.053)  (280.268, 280.582)  (280.582, 280.742)  (280.742, 280.812)  (280.812, 281.059)  (281.059, 281.17)   (281.347, 281.572)  (281.572, 281.862)  (281.862, 281.962)  (281.962, 282.042)  (282.042, 282.212)  (282.212, 282.471)  (282.471, 282.603)  (282.603, 282.832)  (282.832, 283.192) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġwas                Ġlistening          Ġto                 Ġit                 Ġon                 Ġa                  Ġtalk               Ġshow               Ġon                 Ġthe                Ġway                Ġhome               Ġfrom               Ġwork               Ġtonight           
Timings          : (279.972, 280.053)  (280.268, 280.582)  (280.582, 280.742)  (280.742, 280.812)  (280.812, 281.059)  (281.059, 281.17)   (281.347, 281.572)  (281.572, 281.862)  (281.862, 281.962)  (281.962, 282.042)  (282.042, 282.212)  (282.212, 282.471)  (282.471, 282.603)  (282.603, 282.832)  (282.832, 283.192) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777      83753472884777     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : Ġyeah                                        <ebc>                                        Ġhum                                         <eot>                                        <emp>                                        <emp>                                       
Timings          : (284.847, 285.15)                            (-1.0, -1.0)                                 (289.222, 289.799)                           (-1.0, -1.0)                                 (298.261, 298.428)                           (-1.0, -1.0)                                
Token Types      : 3                                            3                                            1                                            1                                            0                                            0                                           
turn_ids         : 83755083497499                               83755083497499                               83752936013866                               83752936013866                               0                                            0                                           
turn_end_types   : 0                                            0                                            1                                            1                                            0                                            0                                           
speaker_ids      : 1                                            1                                            1                                            1                                            0                                            0                                           

B                : <eot>                                        <emp>                                        <emp>                                        Ġy                                           ep                                           <eot>                                       
Timings          : (-1.0, -1.0)                                 (-1.0, -1.0)                                 (289.222, 289.799)                           (298.093, 298.261)                           (298.261, 298.428)                           (-1.0, -1.0)                                
Token Types      : 1                                            0                                            0                                            1                                            1                                            1                                           
turn_ids         : 83753472884777                               0                                            0                                            83753472884779                               83753472884779                               83753472884779                              
turn_end_types   : 1                                            0                                            0                                            1                                            1                                            1                                           
speaker_ids      : 2                                            0                                            0                                            2                                            2                                            2                                           


