A                : an                  Ġavid               Ġcam                per                 <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               uh                 


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (157.175, 157.355)  (157.355, 157.574)  (158.263, 158.635)  (158.635, 158.874)  (159.36, 159.505)   (159.505, 159.635)  (159.635, 159.805)  (159.805, 160.075)  (160.075, 160.215)  (160.215, 160.333)  (160.914, 160.969)  (160.969, 161.149)  (161.149, 161.369)  (161.369, 161.819)  (161.819, 162.089) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġthe                Ġum                 Ġmess               Ġhall               Ġso                 Ġthey               Ġget                Ġsome               Ġof                 Ġit                 Ġthe                Ġonly               Ġother              Ġopportunity        Ġreally            
Timings          : (157.175, 157.355)  (157.355, 157.574)  (158.263, 158.635)  (158.635, 158.874)  (159.36, 159.505)   (159.505, 159.635)  (159.635, 159.805)  (159.805, 160.075)  (160.075, 160.215)  (160.215, 160.333)  (160.914, 160.969)  (160.969, 161.149)  (161.149, 161.369)  (161.369, 161.819)  (161.819, 162.089) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (162.089, 162.209)  (162.209, 162.309)  (162.309, 162.495)  (162.644, 163.019)  (163.019, 163.209)  (163.209, 163.409)  (163.549, 163.969)  (163.969, 164.19)   (164.717, 164.839)  (164.839, 164.909)  (164.909, 165.353)  (165.669, 166.046)  (167.524, 167.594)  (167.594, 167.664)  (167.664, 167.734) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġthat               Ġi                  Ġget                Ġanything           Ġlike               Ġthat               Ġis                 Ġuh                 Ġin                 Ġthe                Ġsummer             Ġum                 Ġi                  'm                  Ġa                 
Timings          : (162.089, 162.209)  (162.209, 162.309)  (162.309, 162.495)  (162.644, 163.019)  (163.019, 163.209)  (163.209, 163.409)  (163.549, 163.969)  (163.969, 164.19)   (164.717, 164.839)  (164.839, 164.909)  (164.909, 165.353)  (165.669, 166.046)  (167.524, 167.594)  (167.594, 167.664)  (167.664, 167.734) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      80661096431625     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               Ġoh                 Ġtell               Ġme                 Ġabout              Ġit                 Ġyou                Ġready              Ġfor                Ġday                ton                 <eot>               <emp>              
Timings          : (167.734, 167.934)  (167.934, 168.234)  (168.234, 168.693)  (169.384, 169.557)  (169.557, 169.938)  (169.938, 170.057)  (170.057, 170.327)  (170.327, 170.417)  (170.417, 170.538)  (170.538, 170.738)  (170.738, 170.837)  (170.837, 171.082)  (171.082, 171.326)  (-1.0, -1.0)        (171.806, 171.986) 
Token Types      : 0                   0                   0                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   0                  
turn_ids         : 0                   0                   0                   80663780786186      80663780786186      80663780786186      80663780786186      80663780786186      80663780786186      80663780786186      80663780786186      80663780786186      80663780786186      80663780786186      0                  
turn_end_types   : 0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                  
speaker_ids      : 0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                  

B                : Ġham                Ġradio              Ġoperator           Ġand                <yield>             <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġoh                 Ġcan               
Timings          : (167.734, 167.934)  (167.934, 168.234)  (168.234, 168.693)  (169.45, 169.775)   (-1.0, -1.0)        (169.938, 170.057)  (170.057, 170.327)  (170.327, 170.417)  (170.417, 170.538)  (170.538, 170.738)  (170.738, 170.837)  (170.837, 171.082)  (171.082, 171.326)  (171.534, 171.806)  (171.806, 171.986) 
Token Types      : 1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                  
turn_ids         : 80661096431625      80661096431625      80661096431625      80661096431625      80661096431625      0                   0                   0                   0                   0                   0                   0                   0                   80661096431627      80661096431627     
turn_end_types   : 2                   2                   2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġright              <ebc>               <emp>               <emp>               <emp>               <emp>              
Timings          : (171.986, 172.166)  (172.166, 172.598)  (173.05, 173.188)   (173.259, 173.496)  (173.496, 173.626)  (173.626, 174.226)  (174.226, 174.336)  (174.336, 174.535)  (174.535, 174.733)  (175.105, 175.614)  (-1.0, -1.0)        (176.251, 176.289)  (176.289, 176.328)  (176.328, 176.378)  (176.378, 176.419) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   3                   3                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   80662707044360      80662707044360      0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   0                   0                   0                   0                  

B                : 't                  Ġwait               Ġuh                 Ġlike               Ġa                  Ġpilgrimage         Ġto                 Ġme                 cca                 <emp>               Ġbut                Ġit                 's                  Ġand                Ġit                
Timings          : (171.986, 172.166)  (172.166, 172.598)  (173.05, 173.188)   (173.259, 173.496)  (173.496, 173.626)  (173.626, 174.226)  (174.226, 174.336)  (174.336, 174.535)  (174.535, 174.733)  (175.105, 175.614)  (176.034, 176.251)  (176.251, 176.289)  (176.289, 176.328)  (176.328, 176.378)  (176.378, 176.419) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (176.419, 176.46)   (176.46, 176.894)   (176.894, 177.334)  (177.334, 177.424)  (177.424, 177.564)  (177.564, 177.734)  (177.734, 177.799)  (177.799, 177.864)  (177.864, 178.014)  (178.014, 178.254)  (178.254, 178.434)  (178.434, 178.664)  (178.664, 178.784)  (178.784, 178.864)  (178.864, 179.104) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : 's                  Ġvery               Ġconvenient         Ġfor                Ġme                 Ġbecause            Ġit                 's                  Ġonly               Ġforty              Ġfive               Ġminutes            Ġup                 Ġthe                Ġroad              
Timings          : (176.419, 176.46)   (176.46, 176.894)   (176.894, 177.334)  (177.334, 177.424)  (177.424, 177.564)  (177.564, 177.734)  (177.734, 177.799)  (177.799, 177.864)  (177.864, 178.014)  (178.014, 178.254)  (178.254, 178.434)  (178.434, 178.664)  (178.664, 178.784)  (178.784, 178.864)  (178.864, 179.104) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : Ġu                  hh                  uh                  <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (179.367, 179.534)  (179.534, 179.7)    (179.7, 179.867)    (-1.0, -1.0)        (180.84, 181.129)   (181.235, 181.35)   (181.35, 181.67)    (181.67, 181.92)    (182.41, 182.62)    (182.62, 182.73)    (182.73, 182.83)    (182.83, 183.41)    (183.41, 183.47)    (183.47, 183.53)    (183.53, 183.88)   
Token Types      : 3                   3                   3                   3                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 80662707044361      80662707044361      80662707044361      80662707044361      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               Ġbut                Ġum                 Ġfor                Ġfield              Ġday                Ġwhich              Ġis                 Ġan                 Ġexercise           Ġin                 Ġthe                Ġsummer            
Timings          : (179.367, 179.534)  (179.534, 179.7)    (179.7, 179.867)    (180.55, 180.84)    (180.84, 181.129)   (181.235, 181.35)   (181.35, 181.67)    (181.67, 181.92)    (182.41, 182.62)    (182.62, 182.73)    (182.73, 182.83)    (182.83, 183.41)    (183.41, 183.47)    (183.47, 183.53)    (183.53, 183.88)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (183.88, 184.136)   (184.539, 184.865)  (184.945, 185.04)   (185.04, 185.141)   (185.141, 185.227)  (185.227, 185.312)  (185.312, 185.408)  (185.408, 185.503)  (185.503, 185.591)  (185.591, 185.679)  (185.679, 185.762)  (185.762, 186.04)   (186.04, 186.13)    (186.13, 186.44)    (186.44, 186.515)  
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġwhere              Ġham                Ġit                 Ġknow               Ġit                 's                  Ġit                 's                  Ġit                 's                  Ġa                  Ġcouple             Ġof                 Ġthings             Ġit                
Timings          : (183.88, 184.136)   (184.539, 184.865)  (184.945, 185.04)   (185.04, 185.141)   (185.141, 185.227)  (185.227, 185.312)  (185.312, 185.408)  (185.408, 185.503)  (185.503, 185.591)  (185.591, 185.679)  (185.679, 185.762)  (185.762, 186.04)   (186.04, 186.13)    (186.13, 186.44)    (186.44, 186.515)  
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (186.515, 186.59)   (186.59, 186.91)    (186.91, 186.99)    (186.99, 187.52)    (187.52, 187.58)    (187.58, 187.682)   (187.904, 187.99)   (187.99, 188.69)    (188.69, 188.8)     (188.8, 189.25)     (190.029, 190.098)  (190.098, 190.378)  (190.378, 190.818)  (190.818, 190.969)  (190.969, 191.048) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : 's                  Ġsupposed           Ġto                 Ġbe                 Ġa                  Ġuh                 Ġa                  Ġdemonstration      Ġof                 Ġhow                Ġthe                Ġham                Ġcommunity          Ġcan                Ġbe                
Timings          : (186.515, 186.59)   (186.59, 186.91)    (186.91, 186.99)    (186.99, 187.52)    (187.52, 187.58)    (187.58, 187.682)   (187.904, 187.99)   (187.99, 188.69)    (188.69, 188.8)     (188.8, 189.25)     (190.029, 190.098)  (190.098, 190.378)  (190.378, 190.818)  (190.818, 190.969)  (190.969, 191.048) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġi                  Ġthink              Ġi                  've                 Ġheard             
Timings          : (191.048, 191.919)  (191.919, 192.018)  (192.279, 192.618)  (192.618, 193.048)  (193.048, 193.436)  (193.666, 194.37)   (194.457, 195.199)  (195.199, 195.408)  (195.408, 195.878)  (196.029, 196.829)  (197.025, 197.115)  (197.115, 197.435)  (197.435, 197.465)  (197.465, 197.495)  (197.495, 197.755) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   80660559560716      80660559560716      80660559560716      80660559560716      80660559560716     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                  

B                : Ġmobilized          Ġto                 Ġto                 Ġoperate            Ġunder              Ġsimulated          Ġemergency          Ġor                 Ġfield              Ġconditions         <eot>               <emp>               <emp>               <emp>               <emp>              
Timings          : (191.048, 191.919)  (191.919, 192.018)  (192.279, 192.618)  (192.618, 193.048)  (193.048, 193.436)  (193.666, 194.37)   (194.457, 195.199)  (195.199, 195.408)  (195.408, 195.878)  (196.029, 196.829)  (-1.0, -1.0)        (197.115, 197.435)  (197.435, 197.465)  (197.465, 197.495)  (197.495, 197.755) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                  
turn_ids         : 80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      80661096431627      0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                   0                   0                   0                  


A                : Ġsomething          Ġabout              Ġthis               Ġyou                Ġgo                 Ġset                Ġup                 Ġa                  Ġtower              Ġright              <eot>               <emp>               <emp>               <emp>               <emp>              
Timings          : (197.755, 198.095)  (198.095, 198.355)  (198.355, 198.545)  (198.545, 198.655)  (198.655, 198.815)  (198.815, 199.095)  (199.095, 199.235)  (199.235, 199.292)  (199.346, 199.825)  (199.825, 200.128)  (-1.0, -1.0)        (200.387, 200.667)  (200.667, 200.947)  (200.947, 201.176)  (201.176, 201.406) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                  
turn_ids         : 80660559560716      80660559560716      80660559560716      80660559560716      80660559560716      80660559560716      80660559560716      80660559560716      80660559560716      80660559560716      80660559560716      0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               Ġwhere              Ġwell               Ġsome               Ġpeople            
Timings          : (197.755, 198.095)  (198.095, 198.355)  (198.355, 198.545)  (198.545, 198.655)  (198.655, 198.815)  (198.815, 199.095)  (199.095, 199.235)  (199.235, 199.292)  (199.346, 199.825)  (199.825, 200.128)  (200.167, 200.387)  (200.387, 200.667)  (200.667, 200.947)  (200.947, 201.176)  (201.176, 201.406) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   80661096431629      80661096431629      80661096431629      80661096431629      80661096431629     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (201.406, 201.566)  (201.566, 201.676)  (201.676, 202.066)  (202.066, 202.197)  (202.197, 202.596)  (202.596, 202.816)  (202.816, 202.867)  (202.867, 203.286)  (203.286, 203.527)  (203.527, 203.667)  (203.667, 203.986)  (204.036, 204.516)  (204.516, 204.676)  (204.676, 204.857)  (204.857, 205.376) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġset                Ġup                 Ġtowers             Ġother              Ġpeople             Ġuse                Ġa                  Ġfishing            Ġline               Ġand                Ġpull               Ġwires              Ġup                 Ġinto               Ġtrees             
Timings          : (201.406, 201.566)  (201.566, 201.676)  (201.676, 202.066)  (202.066, 202.197)  (202.197, 202.596)  (202.596, 202.816)  (202.816, 202.867)  (202.867, 203.286)  (203.286, 203.527)  (203.527, 203.667)  (203.667, 203.986)  (204.036, 204.516)  (204.516, 204.676)  (204.676, 204.857)  (204.857, 205.376) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 hum                 <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (205.376, 205.486)  (205.486, 205.637)  (205.637, 206.007)  (206.007, 206.527)  (206.527, 206.626)  (206.626, 207.082)  (207.353, 207.583)  (207.583, 207.812)  (-1.0, -1.0)        (207.977, 208.066)  (208.066, 208.277)  (208.277, 208.827)  (208.827, 208.896)  (208.896, 209.257)  (209.257, 209.447) 
Token Types      : 0                   0                   0                   0                   0                   0                   3                   3                   3                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   80662707044363      80662707044363      80662707044363      0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   1                   1                   1                   0                   0                   0                   0                   0                   0                  

B                : Ġand                Ġuse                Ġwire               Ġantennas           Ġor                 Ġwhatever           <emp>               <emp>               Ġdepending          Ġon                 Ġhow                Ġenergetic          Ġthe                Ġclub               Ġis                
Timings          : (205.376, 205.486)  (205.486, 205.637)  (205.637, 206.007)  (206.007, 206.527)  (206.527, 206.626)  (206.626, 207.082)  (207.353, 207.583)  (207.583, 207.812)  (207.73, 207.977)   (207.977, 208.066)  (208.066, 208.277)  (208.277, 208.827)  (208.827, 208.896)  (208.896, 209.257)  (209.257, 209.447) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
